Name,Vote Account,Identity,REV,Inflation,MEV,Tx,User Tx,Vote Tx,Pri Fees,Sig Fees,Rewards,Stake,Votes,Latency,CU,Leader Slots
,3Gzmaw7NVNeaTzYBySzSwsU8ctTNy2DBRkxi46fumw3X,2Mob8FJkb8chZY5pTBMpKfLwgZAQHE5i9jAC5zbASitD,0.3274974120481928,0.2978430120481928,0.0036049,1292,524,767,0.0226721,0.00339,0.0260495,937,1304,1.06,34842988,332
Valigator Open,gaToR246dheK1DGAMEqxMdBJZwU4qFyt7DzhSwAHFWF,vALigXFg9wnnhVHN16vNxHxXtAXiBv5QjAE6udoniBY,0.3272761365671642,0.2990439365671642,0.0070191,1323,556,767,0.0177504,0.0034751,0.0212131,938,803,1.016,35880174,536
,HjQugFHAUm7XbaZhmjnGioNUccdMUnFmwFTJgepm5q3n,6k5hZkHGa4x3xEU7Wz2LxWwueqZtVvX3fpymGugB14yB,0.3271894661971831,0.2940693661971831,0.001483,1272,520,752,0.0283011,0.0033486,0.0316371,922,1509,1.013,33449448,284
Block Parliament 🦉,4PL2ZFoZJHgkbZ54US4qNC58X69Fa1FKtY4CaVKeuQPg,mD1afZhSisoXfJLT8nYwSFANqjr1KPoDUEpYTEfFX1e,0.3270701158730158,0.27091801587301584,0.0304972,1253,517,735,0.0223706,0.0032954,0.0256549,850,1599,1.107,33503489,252
00Tokyo,4udPrmxccbP1NwDJ6vChFKs5qcqyjmQff6gsKXD1mdaj,5zm9g3zgAPWzX3wmUB2JtTkcwCqe74NWsTmt5wLFwCKK,0.326357525,0.296191125,0.0059571,1297,579,718,0.020821,0.0034001,0.0242093,929,2479,1.135,35430593,160
Abacus,AbacusTT3yhEFEKkQKjGStDhKDnvSFGpg9EqBwz8FnDF,BR1aTt4ZZUCwWJDkSYf1hqkYJjo7Mb7Ar8iVTkeSwUB8,0.3262903222222222,0.30240972222222223,0.0044796,1340,569,770,0.0158948,0.0035183,0.019401,954,1701,1.015,36264455,252
,FWwnxVb7Q59MoMraDN2k8gqkdJJVd2qu9o5iiQsxpoUp,scb2TYPmwHgKxXJaJNq6gHKwYkVyLKx58hz9RbCKZZR,0.3262831,0.304672,0,1357,592,765,0.0180343,0.0035901,0.0216111,956,6649,1.113,37443801,60
AiDoL,AiDoLYTz5CVN3ZLzqDWRtaGUaHGzDnWMeC6KCNYJPqFX,AiDoLWFKzNxSXKeZ4zym2TEPkg6F4kQ3YBA8WhANVPEq,0.3262280959183674,0.29868379591836736,0.0046512,1307,539,767,0.0194674,0.0034383,0.0228931,937,438,1.012,35429558,980
,HDc84gs3CtqhebHycmoDpc5n2y3CFfd5GqYZkr2XiBMR,HpcB5Qg8Y9E73dUkot5e8HkgAJbExsYeUzniY4bCuKac,0.32612423025718607,0.30129253025718605,0.001666,1310,542,768,0.0197286,0.0034497,0.0231657,945,162,1.014,35508407,2644
BONK Community Validator - DFDV Powered,bonkYyhB6oWHP6si4oTSXKnEQZTrrCyGZLMgt2VqgHP,9aCLnHrqaAkebz1eDZMDer9EFJxrJcRZG6CnnNbwK3dV,0.32595565862068965,0.28343025862068966,0.0059645,1451,678,773,0.0327675,0.0038056,0.0365609,889,3694,1.013,35916665,116
ex1arey 💫 0% fee + MEV!,5HScvYkTWL9iojhPv26xK7GqB7oBsj9A2qHCeNRFmdyG,FphFJA451qptiGyCeCN3xvrDi8cApGAnyR5vw2KxxQ1q,0.32574166250000003,0.3061315625,0.0032481,1210,430,779,0.0132122,0.0031593,0.016362,970,13398,1.012,28781821,32
,FjkSLYmi6BJAJQn1iSLUGrPrBQjMaD4y1DVdnv3yaTsX,AEHqTB2RtJjegsR2ePjvoJSm6AA5pnYKWVbcsn6kqTBD,0.3257276549371634,0.29795925493716335,0.0020164,1319,547,772,0.0222918,0.0034728,0.025752,935,192,1.011,35414038,2228
WestSide 🖖,7miZ2ZoXwS3YDzBRCbWcEtNVyuxk8WbbcyQwq7i5btvZ,CpgSfd6QUoBw1267rTtJoZhELqC5q7isKLojBifSbNEE,0.32565173333333336,0.29903833333333335,0.0060067,1319,552,767,0.0171674,0.0034509,0.0206067,955,3574,1.013,36968049,120
,9jToNMWCLW1GeoLGPZNvEfuXE4AUwiRsrC1HMGmh3PTu,9UM8wQ8F5oMiRcP5YdqD6Lr4krpBWCD8LtgQYoisJd9i,0.32553456441908707,0.2902736644190871,0.003406,1337,564,773,0.0283423,0.003525,0.0318549,912,111,1.009,34446798,3856
Anza_New_Stake,49ufmzpErLmn7jAeP666i8nMdXhFuvzjCbQwf2oEMkN3,anzaeL7Lsv71HW2mew8YcKGyGqL6qNn3xoNPRrejM73,0.3255132409090909,0.2841928409090909,0.003778,1276,501,774,0.0341929,0.0033621,0.0375424,891,4868,1.015,33470745,88
Staking Fund,SFund7s2YPS7iCu7W2TobbuQEpVEAv9ZU7zHKiN1Gow,SFundNVpuWk89g211WKUZGkuu4BsKSp7PbnmRsPZLos,0.3255119727272727,0.3041647727272727,0.0035863,1269,502,767,0.0143924,0.0033816,0.0177609,968,9725,1.015,32890321,44
Chainode Tech & MEV(0% Fee),BxFf75Vtzro2Hy3coFHKxFMZo5au8W7J8BmLC3gCMotU,3RXKQBRv7xKTQeNdLSPhCiD4QcUfxEQ12rtgUkMf5LnS,0.3254186820512821,0.2846162820512821,0.0183546,1268,501,767,0.0191489,0.0033086,0.0224478,909,910,1.021,30888939,468
Stardust Staking - 0% fee forever + MEV 0% fee,5iJDEVRi1nMLwKAWhYbEokZnvBAe15rgFaHGkggVEP9z,Cu9Ls6dsTL6cxFHZdStHwVSh1uy2ynXz8qPJMS5FRq86,0.32511693263888886,0.2905862326388889,0.0048124,1280,512,768,0.0263736,0.0033566,0.0297183,913,746,1.012,33261092,576
melea 🚀 SOL 🤑2K,GvZEwtCHZ7YtCkQCaLRVEXsyVvQkRDhJhQgB6akPme1e,6TkKqq15wXjqEjNg9zqTKADwuVATR9dW3rkNnsYme1ea,0.32445557179487183,0.29413037179487184,0.0061597,1310,544,765,0.0207312,0.0034468,0.0241655,934,275,1.01,35481891,1560
Latitude.sh,AuBB9st3RqhHBkzZgBSm6SVnHZNJQSHeBWCSkik4bzdA,c3rtoMCHSbFrLRTAdw4iRowKSn4BrDtvSPbuyJwkHwx,0.32435537837837836,0.2900658783783784,0.0100928,1387,628,759,0.020531,0.0036782,0.0241967,923,2722,1.129,36049478,148
BLOCKSIZE,HMk1qny4fvMnajErxjXG5kT89JKV4cx1PKa9zhQBF9ib,7VZM7YHcX73TpGoXDeBu61g4QKC86GwAEnew8dA7Y2xn,0.3241948846153846,0.3013603846153846,0.0030705,1279,507,772,0.0164007,0.003375,0.019764,945,8247,1.012,32454637,52
,A9mzXPB6sRNUXcDF9L91oV1EvmeYQe7WzSfEL7fBdysh,DF1owXYZ1fk5vWyHJ8s1cJeAozgkqsi1JUVqvktqrpwd,0.32411402272727274,0.2981740227272727,0.0016091,1313,537,776,0.0208822,0.0034613,0.0243309,935,977,1.01,33796017,440
,AtvnDGvf7Dd4AUA7iihx3hV8598skHejZTn2YTNV6AMF,8tjFeSApQ85ThoQXT28acfF2KUfQr3TvTdirSkzNnYC7,0.3241105961672474,0.2802852961672474,0.015121,1378,607,770,0.0250808,0.0036362,0.0287043,879,371,1.02,37297154,1148
Spectrum Staking,6JfBwvcz5QUKQJ37BMKTLrf968DDJBtwoZLw19aHwFtQ,qZMH9GWnnBkx7aM1h98iKSv2Lz5N78nwNSocAxDQrbP,0.3238433138888889,0.2939295138888889,0.005857,1325,562,762,0.0205916,0.0034773,0.0240568,927,1489,1.012,36652885,288
Paws🐾 0% Fee/MEV,3ZUQekqiZoybB57y49eqtvSaoonqDwuNbeqEGwN88JkQ,PAWsME7oYbjt5TRNc11mBa33JhKnQr9AYherdr9YAZ6,0.32383886515151517,0.2961527651515152,0.0052291,1271,527,744,0.0191083,0.00336,0.022457,929,1498,1.129,33011624,264
Bernardo Beacon,7Eg46UwGgsufXdd9C9kF27UAyD2t4VdmCdVTtPFoqxCy,EydLxzdWfD434DDxZYXkTcajvK5VKH7p6CofEDCRUkJ4,0.32368555555555556,0.2926155555555556,0.0068967,1323,571,752,0.0207081,0.0034786,0.0241733,918,5967,1.009,35861613,72
P2P.org Turbo,xBLpiTwufjcuFCjbk4aCmFy7HUY5D9xy8L1EX2rBwmC,G1bLKfyNm7zsmmYEL9dyxBvMtxpFcwy2s84bHDj2ZFUY,0.3236733282894737,0.2897591282894737,0.0104968,1327,553,773,0.0199339,0.0034968,0.0234174,912,705,1.01,35632169,608
Vault X | 0% fee +MEV,FahWJg2PkphJaMUUCzdYhXkD5NngUuuFRFD3YCE3BSwb,4VrjyXQT61WFSjuG3ehgqZUK1jqvYqB46veQbXLotq3n,0.32364589807692307,0.2920912980769231,0.0039888,1252,480,772,0.0242761,0.0033009,0.0275658,918,2061,1.012,31493207,208
,74pfDmYto6aAqCzFH1mNJ8NxF7A4LQ4cXkipGwgjY39u,3JotfSFPaod4KVK7nj7ULvcq5PjUBdZNVGracNkJNhrt,0.3233397088176353,0.2932594088176353,0.0044882,1293,526,766,0.0222002,0.0034044,0.0255921,920,215,1.009,34285496,1996
Black Sand,QhyTEHb5JkMBki8Lq1npsaixefUyMXWJtbxK6jNjxnn,AEAJtnjjB19XFreJH21UP8rfd12f9kxMmngwZG3tGXbP,0.3233368193548387,0.2792499193548387,0.0098452,1366,600,765,0.0306576,0.0035962,0.0342417,876,1709,1.028,32144226,248
AP Node,8UHnwrLihP4q1fZjAYGCZdGgtAkCaFiDLXa33r7niRjD,G9vCpJUUSpEm4zPwzSNpDmZ8MGwLEbiSLV59EBzCGvzM,0.323260180141844,0.289405780141844,0.0108783,1289,550,738,0.0195835,0.0034045,0.0229761,912,335,1.337,34383669,1128
"U1S1 Validator 🚀 Performant, Secure and NO Fees",Fe5zMqkmoYbwnXH9RHjFy7YMRnak9so2bzPBroPJ4iiX,2Le6TjeEescF87qDA8Ftdz6U8Kq6SNVwoLJLhzBCHUr5,0.32322865,0.29955425,0.0017141,1315,546,769,0.018515,0.0034578,0.0219603,940,10734,1.008,35246245,40
Axiom,DqbRPQXbN8GDKWZkKiHnRjiSKPqE3rQaNgTPxdLGPDMK,aXiomFkk6VzXaBhPuhMqTLZZguCFzzbyP9LTtZ7ZHLQ,0.32311097741935485,0.28788067741935486,0.0031842,1346,576,770,0.0285154,0.0035435,0.0320461,905,692,1.015,35256420,620
Cogent ⚙️  by SOL Strategies,CogentC52e7kktFfWHwsqSmr8LiS1yAtfqhHcftCPcBJ,Cogent51kHgGLHr7zpkpRjGYFXM57LgjHjDdqXd4ypdA,0.3227950337662337,0.2983737337662337,0.0021526,1330,554,775,0.018795,0.0034866,0.0222687,946,696,1.01,35668919,616
Blue Sky,b1uei1YN8YVb3qHy2JitBx4Fq9nAatLQFcNbnk6Ex8p,b1ueZK9bWTywN2587zsScyLTaH18wfRfN5W15XnkiqF,0.32274319545454544,0.2899657954545454,0.0092154,1278,520,758,0.0202136,0.0033599,0.023562,909,4711,1.068,33864403,88
,DFQjGLCKVydxt8yysCGz54mCEWn9kfFiWGuJV9n1fgyP,BTGPbq4KuFENn4CKuaKGqkaDd3TJD3TEgtMjSrsZnMLb,0.322490775,0.299546875,0.0077115,1306,546,760,0.0118504,0.0033917,0.0152324,940,25803,1.074,37083273,16
,CzGLRXJXoDo9q86MpphPVNNsTgAxHvZfUfAiouWDH89M,2icWF7TvxyycF7d1NHpMZYuJJqiRy2h7wmjFSbqUij1B,0.322487525,0.299655625,0.0024637,1255,481,774,0.0170689,0.0033117,0.0203682,953,5338,1.039,30999646,80
,BU3ZgGBXFJwNTrN6VUJ88k9SJ71SyWfBJTabYqRErm4F,2GUnfxZavKoPfS9s3VSEjaWDzB3vNf5RojUhprCS1rSx,0.3224803811292719,0.29588738112927193,0.0020099,1310,547,762,0.0211381,0.0034567,0.0245831,928,158,1.028,35164757,2692
some name,uTnZDhnbiSV3TX2obj71nFPAm2aXy83mFTFYzaBRk34,5AsoSeQtLoN8eLsf3wKrR3LwxHME4sTBGR6dpTCP1k3H,0.3221380886363636,0.28561448863636363,0.0013574,1318,546,772,0.0317058,0.0034735,0.0351662,896,2421,1.022,35598435,176
,CBSrVMzHqnjb1td6diYaqy2Nq1GotkKQBB6i5eaR1ZyR,BaDhUB1eWfunwD21Tu3WywyYQ9wZx5hS9WXeHHNGZUPy,0.321984775,0.296689875,0.0018739,1322,554,767,0.0199292,0.0035036,0.023421,937,5291,1.111,35164584,80
SOLrainDrops,4BVYjw1ztUzUPsxsaCheWWwThT2X4rjogZytGnuWPUGg,EWARp8Syq8cTWGWHtP5LT9fKAn5GvXfSCH8LfAwpgQ6m,0.321628059375,0.270013359375,0.0059033,1229,490,739,0.0424914,0.0032314,0.0457114,854,3103,1.135,31715640,128
,HZDt9b6AVva1cgbuHBRKQczfA5FGGwLh4a6wLRM6FSvT,99rG5AhkVagxJ7y8NpMAmy1h1u9GhT3h1Cimu2X3cwaJ,0.32114149999999997,0.2991675,0.0018067,1293,526,767,0.0167632,0.0034171,0.0201673,938,4663,1.01,34139921,92
🚀🚀Super🚀🚀 Validator,538iREQi6JxNqDHsMJRAJJ1ZqDQ2tvYuS8tfhtb7BaGu,CEL22Qx7p85qY6gmhCZaYJrrnynJitkVRMQo6qZdT8Ns,0.32064312857142857,0.29845392857142855,0.0017221,1344,581,763,0.0169393,0.0035399,0.0204671,936,1449,1.095,36422984,280
QubitNexus,Ec55BotYhWgC3xRmZ2UpuJvyySwxZeUrvEDPrxxG7r9B,E5UXkzUxqEXpeDf3WsrMZHTs2ZSSBpAz7G4hpGwgRGDT,0.3204010605633803,0.2803642605633803,0.0026955,1257,486,771,0.0340648,0.0032881,0.0373413,879,764,1.01,31817914,568
Firedancer Development,9Diao4uo6NpeMud7t5wvGnJ3WxDM7iaYxkGtJM36T4dy,DNVZMSqeRH18Xa4MCTrb1MndNf3Npg4MEwqswo23eWkf,0.3202260147347741,0.29129751473477405,0.0024921,1333,544,788,0.0229469,0.0035018,0.0264364,914,211,1.008,34183977,2036
Eyenotion,eyeVhGmVEoPSWmQU2wP5WZmMihPBTCk7kMMm4VhuAKS,eyeYaqg9e2L6xw7YwsSLm27eWJfhLNAm6ETQm8TXNoK,0.3200963,0.295362,0.0034248,1347,602,745,0.0177721,0.0035501,0.0213095,926,3973,1.152,38220941,100
Hydex,sTach38ebT8jnGH8i2D1g8NDAS6An19whVMnSSWPXt4,stacheBmGG5zMKuetUevAbc4m4dLbve1VPcpSur3voH,0.3198788714285714,0.2975435714285714,0.0010412,1277,540,737,0.0179484,0.0033574,0.0212941,937,4761,1.155,36175739,84
Pier Two,DierScgiTrz5AM7mddeJLHYNvafym3XhjjdM51AnKevU,6M53yM6dsE6hiaHgxWvYa4fsfzQTGyAZn7rM6JrzbqJV,0.3192388263565892,0.2941279263565892,0.004408,1305,538,766,0.0172876,0.0034276,0.0207029,922,831,1.013,35692253,516
Solmate - RockawayX powered,6XiVWAyRpG7wGUQPVRd2XrYdgQVQyoQamd2J8XAmate,t23p8aBQN6P6tziMuN5XPmzqVRrip9oes7KuQwSmate,0.3185575487603306,0.2936371487603306,0.0018252,1302,553,748,0.0196803,0.0034269,0.0230952,923,422,1.176,34830823,968
,DgPHEon4S2ArZ5m1NaNNyCbhr8Gh2fsMN7vAjx71GGq9,4NwpynvugnHvyLzr5h9Y7mw44saGJXDNoBjm6wgMiYDr,0.3185307,0.2794975,0.0021645,1314,543,771,0.0334157,0.0034658,0.0368687,877,3828,1.013,34525140,112
Villanova Crypto Club,c3wFuF1LCtsY5DGo7eBQCwLHhtZgAxNwNDrUCqashrk,U82KEYMnuCiZSQbvuCJTZ652HX9NQ63uNSnxyucshrk,0.31843750000000004,0.2693475,0.0027445,1339,564,774,0.0428629,0.0034959,0.0463455,845,3872,1.509,33890155,56
Anchorage Digital,ANCVpxEySGWWLqqkVKw2xWYDE9UP4fmZWMCBr5t96jch,ANC1u9sY36q3mi2MyVhtz71un8yLgTsFBUuyLcSPzKsk,0.31808975,0.27791875,0.01714,1278,503,775,0.0196752,0.003367,0.023031,876,1849,1.012,31417167,232
Black Sea Gold,BSGMtRHy9qvsPbUKtT8yqd7nNqn2urTcSMVUgzj9zJVd,BSGMRbK97DcgLe4u4kfNQnmTVZGVnwdtKQBJqWRBTZxU,0.31762385000000004,0.27071725,0.0053972,1282,520,761,0.0381661,0.0033542,0.0415094,849,5349,1.017,34298958,80
💥InfiniteSOL💥 0% Fees,26RGqX3mezgYDxJnGh94gnMM4L2k9grH1eWcTSCHnaxR,ADjyeNzWd8yhEjCVyAqT87eqoyGRbimERQsNhFQcXjop,0.3174253652173913,0.2928845652173913,0.003577,1276,508,767,0.0176232,0.0033514,0.0209638,919,2320,1.019,32161629,184
Theia,THEVb5dS9gHYnr8eu2FHCprjnyp3uqmHNofUXD8MCQp,THE1CosYJD9F1eBq53Fg4MZYZa5WrPUf2RQU5ZHnfEj,0.3172266818181818,0.2908881818181818,0.0066691,1224,449,775,0.01645,0.0032311,0.0196694,913,9733,1.016,27769950,44
,AGJmwvFJmJqHsSCu4EPsZ4W5N2hpwWC3FNQJc8ZFJBsy,9WzPWqKSqbE5PT9hMsmCDFjzpurAXEYCE9qrpVWp28KR,0.3167594088050314,0.2906104088050314,0.0025103,1274,504,770,0.0203145,0.0033361,0.0236387,912,673,1.012,32536812,636
Solya,HwcVgFSgmfeeF7zGFUBLoVA8Hpx8rtwyfCrJ1npBaSVC,HwN6eoEe9N3kwHi66hpQDBMFPk6ASQGthWKPX5MZmisp,0.3165693333333333,0.29620583333333333,0.0025747,1178,436,742,0.0146881,0.0031116,0.0177888,934,5544,1.151,26756575,72
,6XtfZoG7P9Hjmecg4Da8pqd9A4TzU4QynbwY94Z1ZLcy,VQwCCSfW3o5NDx7n5FBr9SoYiLXVgetstHvaWBvv2YH,0.31631856210937503,0.279711162109375,0.0111941,1310,539,771,0.0219785,0.0034472,0.0254133,879,425,1.01,33358550,1024
Phase Stake,CiTYUYPAPHdcri5yEfsmqVcs54J6j8X1QaiFLgYqMVe,ciTyjzN9iyobidMycjyqRRM7vXAHXkFzH3m8vEr6cQj,0.31624911071428574,0.2891449107142857,0.0038165,1330,562,768,0.0198089,0.0034914,0.0232877,910,1914,1.012,35794788,224
Udder Chaos 🐄,ChaosDKeBjU22B4nnvYWXyTRPuWTzJBR4m3QPfBw6Tta,ChaossRPGKnsVhX1GfPC78yq5Sqju4cMThcAsKZNz5d6,0.3161537,0.277063,0.0076744,1291,529,762,0.0280398,0.0033884,0.0314163,870,4291,1.01,33662935,100
Private,2PEyBgsPYBQ8pMdXQtEaPGNqWQHE9GCnmV2tTVN4GMru,STaKesuXJH6UGRizuEVSWG1tyLu5ycKgWj3i1HUdvs5,0.316060825,0.290380625,0.0032406,1332,565,766,0.0189124,0.0035391,0.0224396,911,13384,1.014,35062479,32
LEVMA - 0% fee,ExYX8UKQTCf2VPtV9jbfqikeTV6tPfhzauJ896o91wtj,5ysfTZ42VT1TjnjzQShZSrix7wdVtjXwssocSeYKDs5d,0.3159270243243243,0.2905568243243243,0.0045969,1299,534,765,0.0173756,0.0034103,0.0207733,911,2897,1.014,34495713,148
,CSBiJLi8fo5R3oJ3CAhBi4zcFLWkiv2wbjBgWS9e4ueD,CeJjdkRwfqYjrb7ZgKgqTurxx88H6kZyRadJwNJBcQwC,0.3158626428571429,0.28489964285714287,0.0029901,1325,560,765,0.0245074,0.0034778,0.0279729,894,15205,1.026,34933809,28
_gamma,fVotEjqpmpQYgyVyBCwYm62BKqqTQNE6SpYnRmdBazH,LFGGGJtnBLvq78DyMz1gTeedM6f8owck76qHThDABBC,0.3156301615384615,0.29082846153846154,0.0014292,1332,556,775,0.0198908,0.0034935,0.0233725,912,8246,1.012,38032112,52
JM,Eajfs6oXGGkvjYsxkQZZJcDCLLkUajaHizfgg2xTsqyd,EQhTjikb1L2jvxsCaSW2o2TuRXh4Do6HzBEWCxpeM44W,0.3154997789473684,0.2916840789473684,0.0023645,1311,541,769,0.0180149,0.0034487,0.0214512,915,1410,1.013,34632732,304
BONK,BoNKvwirX136zCjcnayEM4W82vn13RKkjm1Sy3UPBdim,BoNKmNCGvoHS4CkKvYRnF21iEpUP827pZjhFGdA4t5as,0.31508417474747474,0.28740247474747477,0.005073,1330,566,764,0.0191108,0.0035097,0.0226087,902,1089,1.017,35841801,396
Zemnoi 👾,53ANFYA6BCDzdtiEeWawm5bqsH1Qgmjog8oMo5N4o4wU,6pEtDovpyd1zUMYPuNhMCPU37sUTEAtzzgoVVAh1G1JL,0.3148949794871795,0.28948967948717946,0.0040618,1300,532,768,0.0179311,0.0034245,0.0213435,927,2749,1.012,35410513,156
,8HR5rCobbFMDe5EbgKdJLNDWVCeGG79w837BUxtsCngs,AoUwfPuiEek2thVRDhMP7HbQb9rguyab4rDiz2NAfwwA,0.31430287702702703,0.28108077702702705,0,1339,572,766,0.0296949,0.0035392,0.0332221,890,1425,1.092,36297449,296
Dosirak 🇰🇷,J4pH3yiFrzFG1AQPRGBJXo3HP72MCZwsQamtp9ym4LwN,yJeahQNRHNWtL9Z1SqPX3SBwTYXr5ECMYYVK4uYVwxt,0.314086925,0.29364612500000004,0.0013215,1280,512,768,0.01575,0.0033816,0.0191193,926,1776,1.082,33786814,240
Tinydancer,2ZP7DPXW6gwMRSY9PSXQ75fZLrk4gKWKnT85pK5sVPa5,8vk6QpG93JSaQCSgnycBsv5qmfQBk4qC9FjNA35E5JhU,0.3140063894736842,0.2825062894736842,0.0045278,1315,542,773,0.0235205,0.0034642,0.0269723,889,1127,1.014,34420533,380
Validatore,CCxSNvJogH6LWyoiEbG7JfcWybw2FqqCExs5GuemChGr,D2RV1q6FgePVVjrMa7AMzVbvvAeg5oS7TAV7qdNKSDsX,0.31361684047619043,0.28753744047619045,0.004123,1278,507,770,0.0186227,0.0033456,0.0219564,903,1274,1.015,31914963,336
Ponke Validator,PoNV8asqSrjTr9vBBW4Y7f5PVWUCzUXByz2AqcTzv1j,PoN1E3VyqwqoGQEhC8ExpkRKTuyhxtGLnHHH3DwbgTU,0.3135708263157895,0.2797555263157895,0.0077752,1236,459,776,0.0227791,0.0032759,0.0260401,877,5635,1.016,28004788,76
,3RGSTMXnGoeXW1y7uWpcBmQvhBQU6Tc8stxY72SuhN8y,9UbU7oaVXX6t7bMthxzzGPnWumFNxoWqUwX3qsrxb4pp,0.3134713270833333,0.2871369270833333,0.0064374,1279,516,763,0.0165502,0.0033586,0.019897,901,2228,1.016,32108084,192
Epoch.Day,nateBZg7oHVPLB2samBLkKvfzedU3ALZBexMFPMKjn1,nateKhsYkrVc992UuTfAhEEFQqr2zQfpGg9RafNkxdC,0.31277091111111116,0.28686361111111114,0.0016843,1344,596,748,0.0207169,0.0035217,0.024223,900,5633,1.124,37730347,72
Birdeye Plus,BiRDEYE5K1dr6rQ6memx441BaZk8bYXzCwdShwgvLjtf,BirdeyeK5yooepHNNgaW2bGGDD2jmib4oSRFTHyELbZ1,0.3126346909090909,0.2896840909090909,0.0030442,1333,565,767,0.0164002,0.0035198,0.0199064,914,4732,1.125,37189349,88
Nova Consortium,novaoLcuVHSudkW3Cphuhiv82vspN5qzinGCtEbwQxz,novaeuhY2JH2WHhc9KVTHDx2cyJZdXJC6faf4CtARZn,0.3123358892857143,0.2871975892857143,0.0012467,1239,511,727,0.0206417,0.0032618,0.0238916,902,3598,1.14,32973312,112
DriveSol,9DR48EtgDzh3Gx5HiiQikZn9c2y12casm1bcUMuurV2x,AnKWYWA1zktynzWqPC5KQFYWrTEWNny2CAHbAVU9zSXT,0.31210004999999996,0.29325375,0.0018969,1321,554,766,0.0134745,0.0034868,0.0169494,921,6602,1.038,36802756,64
LuSOL +MEV,8vyuJTHSDkx7k1zymea4TMsgvixf3rCYBXHPDQajePkE,6xUK9Nbonr4eoJNtHGoUEMmYKoPz5mipKzyDBv6deX4d,0.31161391250000003,0.29016281250000003,0.0036518,1304,548,755,0.0143581,0.0034535,0.0177993,939,4476,1.009,34498169,96
Gate Earn,2HQ5YHuw8cR1erRYZmemDmQVpfEMCjAvwU7V4fgdemJB,7EzbSahSfSjeRexHcNDLDpzHBAGBLjLKtjbmuoQnEtjE,0.3114566234899329,0.2794260234899329,0.001772,1312,538,773,0.0268097,0.0034612,0.0302586,876,716,1.019,34070680,596
,FKBPfTuoqdF9yTmMJowTukend68EnyWXQXdc5Cxd5rSa,H8fHToVcZPi5bupGZohGPX2SWs8NHzgFKQ31wi5n6oux,0.3114310857798165,0.2814866857798165,0.0020411,1315,544,771,0.024452,0.0034638,0.0279033,883,492,1.012,34421929,872
Albert is Great,R4spmF6oFW6wMQHv9L3PCEKumkspN3nveQihWyDAdRy,rsbp8zMHbGCpLoRktmsjspYv77VcjxAzH1KxPCD9BiU,0.31142765277777773,0.28757215277777776,0.0023663,1295,524,771,0.0180988,0.0034029,0.0214892,903,1486,1.049,33742264,288
P-OPS Team,HLM6hyDWrEca9QMS92nDBa2AreU1qDkppttPVuJ7E2CU,popscoyTKVksa4TyTXw488b3vvFxM7qQEyTBeMQopKu,0.3113983453125,0.2791139453125,0.0060176,1281,512,768,0.0228713,0.0034075,0.0262668,889,1701,1.045,33206471,256
Coverlet+MEV | 0% ALL FEES ✅,cover89z945JotsCRGdbjakJm4rnL5XspFSPgN1mVZj,CVRr5oHCAAooVbYze7CvXtRp4FUtkMCSqBZU7MVu8v8e,0.3111525,0.285163,0.0042264,1290,529,760,0.018377,0.0033981,0.0217631,896,3060,1.015,35302772,140
Decentra,dcntrKBwh8j5yL62Eg96Z5QjJWv3UXxMu4rqL82w6Cb,dcntruDNP5SEcGV4RxnsqXFURdDZGT3DTQv68Q8H7Vu,0.3107866375,0.2926769375,0.0018293,1253,518,734,0.0129732,0.003319,0.0162804,918,2484,1.166,33893828,160
Staker Space,49DJjUX3cwFvaZD5rCAwubiz7qdRWDez9xmB381XdHru,spcti6GQVvinbtHU9UAkbXhjTcBJaba1NVx4tmK4M5F,0.31077610574712644,0.2863535057471264,0.0029489,1280,510,769,0.018126,0.0033596,0.0214737,914,1233,1.012,34120274,348
Laine ❤️  by SOL Strategies,GE6atKoWiQ2pt3zL7N13pjNHjdLVys8LinG8qeJLcAiL,LA1NEzryoih6CQW3gwQqJQffK2mKgnXcjSQZSRpM3wc,0.31017207434210525,0.28162317434210526,0.0057222,1304,536,768,0.0194166,0.0034214,0.0228267,898,705,1.01,35180388,608
RockawayX Firedancer,RNXpSdqrJL6eoLrbW69Q9qsFviEwRpfFfk3HiRRRohq,RNXnAJV1DeBt6Lytjz4wYzvS3d6bhsfidS5Np4ovwZz,0.3101314033519553,0.2813611033519553,0.0031867,1303,530,773,0.0221789,0.0034169,0.0255836,883,599,1.011,34610656,716
The Lotus Validator,gangtRyGPTvYWb8K3xS2feJQaCks4iJ7rytFUPtVqSY,gangtCrQg5RmKf5yxvhvZThPugPX58pDSdQ5UuS26vN,0.30975722727272725,0.2703502272727273,0.0031283,1445,652,793,0.0325112,0.0037781,0.0362787,861,9749,1.011,40183817,44
O'Solemio,7HhmcAGzjChFjG1qsN4Y9NPgDWfytXXVA7ZRBWE7eZc3,EtoMApqP2h1vVm9XLTTp5HERNezm5btkqrdAGQ9fZRnp,0.3091508586956522,0.2735213586956522,0.0135454,1338,559,779,0.0185603,0.0035368,0.0220841,858,2332,1.011,34296803,184
AiSol,1oH9rfyrbKoP7ucJ1Zr2HLHmDU8N6G1G6dEuruFsSqy,EPFZFVrXuveEQar9LaEkt5kDRPMnbvK54qu5FwCxpkcy,0.3086490357142857,0.2820380357142857,0.0039025,1254,496,758,0.0194311,0.0032882,0.0227085,884,7170,1.112,30540688,56
